DESCRIPTION,FA_ACCEPTED_DATE,FA_ANALYST,FA_LOCATION,LOT,MOULD_COMPOUND,PK_PACKAGE_NAME,PLAN_TRANSFER_DAY_TO_FA,PRECEDING_STRESS_OPERATION,PRECEEDING_STRESS,PROD_BASIC_TYPE,PROJ_PROJECT_NAME,PROJ_THEMA2,PROJECT_LINE,QM,STARTING_MONTH,TEMPLATE_NAME,TEST_ALREADY_IN_FA,TEST_LAB_TRACKING_NO,TESTSTATE,WIRE_DIAMETER,WIRE_MATERIAL,PRIORITY,PROJ_ID
"PTC1000h- Q006 PTA

Please ship to Dan Swee Tong (IFAP FE QM FA PI)

EVI, X-ray, CSAM - 11 units. 
IVI Decap - 4 units.
Ball Pull - 4 units 
Ball Shear - 4 units
Stitch Pull - 4 units
Ball bond cross-sec - 1 unit
Stitch cross-sec - 1 unit from CSAM. ",,,FA SIN_PTA,1E234572B04,G700LS,PG-DSO-8-62,2/9/2023 12:00:00 AM,SPLIT,PTC,S2710,Q22SY012_ATI352,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22445V.11,READY,,,3,269180
,,,FA-SIN,D_569310,MC_EME G750 SE,PG-LFBGA-292-10,2/10/2023 12:00:00 AM,T_SD_3_R3,PC,M4287,Q21_VH06_TC277_NewPlatingJXN_BGA292_ASE,,58,Hatsch Veronique (IFAG ATV QM MC P58),2023-02,IPI,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,258640
,,,FA-SIN,D_563967,MC_CEL 9240 HF10 AKI2U,PG-TQFP-144-27,2/10/2023 12:00:00 AM,T_THB_2000_R3,THB,M4282,Q21_VH12_TC224_NewPlatingJXN_TQFP144_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-02,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,256712
"Reference to product qual result, to be performed in 2023 (TBD)
- to keep for system calculation of lean qual",,,FA SIN_PTA,6HUK9MPWH06_35654 (KIV),EME G631BQG,PG-VQFN-56-7,2/11/2023 12:00:00 AM,,HAST_264,S1043,Q21LHG010_HUL432,Annapura 8x8 Package pro.Cu Qualification LL Lot,OSA,Loh Hai Guan (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22455T.24,NEW,30µm,30um PCC Wire,3,249885
"Reference to product qual result, to be performed in 2023 (TBD)
- to keep for system calculation of lean qual",,,FA SIN_PTA,6HUK9MPWH02_35657 (KIV),EME G631BQG,PG-VQFN-56-7,2/11/2023 12:00:00 AM,,HAST_264,S1043,Q21LHG011_HUL433,Annapura 8x8 Package pro.Cu Qualification HH Lot,OSA,Loh Hai Guan (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22455S.24,NEW,30µm,30um PCC Wire,3,249886
"TC2000c Q006 Grade 0 (2x) 

Please ship units to Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
Contact: +65  6840 0922
Address: Infineon Technologies Asia Pacific Pte. Ltd, 168 Kallang Way (Singapore 349253)

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,6HUK9MPW943,EME G631BQG,PG-VQFN-56-7,2/11/2023 12:00:00 AM,SPLIT,TC,S1043,Q21LHG011_HUL433,Annapura 8x8 Package pro.Cu Qualification HH Lot,OSA,Loh Hai Guan (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT214417.10,READY,30µm,30um PCC Wire,3,249886
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224116.02  attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617210,EME G750 SE,PG-LFBGA-516-10,2/13/2023 12:00:00 AM,SPLIT,UHST,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - HH,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI224116.10,APPLY,20µm,CU-4N 20µM PD-COATED,3,276208
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224113.02 attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H03 [HH],EME G750 SE,PG-BGA-416-29,2/13/2023 12:00:00 AM,SPLIT,UHST,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - HH,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI224113.10,APPLY,20µm,CU-4N 20µM PD-COATED,3,276202
,,,FA-SIN,D_569365,EME G750 SE (low alpha),PG-LFBGA-516-10,2/13/2023 12:00:00 AM,T_UHST_264_R3,UHST,M4299,Q21_VH07_TC299TX_NewPlatingJXN_BGA516_ASE,,58,Hatsch Veronique (IFAG ATV QM MC P58),2023-02,IPI,No,,NEW,,,3,258650
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224114.02 attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617203,EME G750 SE,PG-LFBGA-516-10,2/13/2023 12:00:00 AM,SPLIT,UHST,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606  ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI224114.10,APPLY,20µm,CU-4N 20µM PD-COATED,3,276204
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224118.02  attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,MM,MC_EME G750 SE,PG-FBGA-516-1,2/13/2023 12:00:00 AM,SPLIT,UHST,M3991,C40 TC38x M3991A FBGA516-1 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI224118.10,PRELIM,20µm,BW_CuPd_4N_20_µm,3,276213
"HTS500hrs  Q006 -LL

To be shipped to FA SIN, attention to Goh Jia Yi  (IFAP FE QM FA PI) +65  6840 0556
Refer to zero hour JESD47 FA submission template. 
To use as reference for subsequent same lot stress readout PTA reports.",,,FA SIN_PTA,D_603391,EME G630AY,PG-LDSO-8-1,2/13/2023 12:00:00 AM,SPLIT,HTSL,U5471,Q22TSK41,LDSO-8-1_Atlas1_300mils Thin_LL_Q006,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT230212.11,PRELIM,30µm,Cu-5N,3,271235
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI22411A.02  attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H02 [MM],EME G750 SE,PG-BGA-416-29,2/13/2023 12:00:00 AM,SPLIT,UHST,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606                    ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI22411A.10,APPLY,20µm,CU-4N 20µM PD-COATED,3,276179
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224115.02  attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617207,EME G750 SE,PG-LFBGA-516-10,2/13/2023 12:00:00 AM,SPLIT,UHST,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - LL,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI224115.10,APPLY,20µm,CU-4N 20µM PD-COATED,3,276207
"uhast528h IPI
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224112.02  attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H01 [LL],EME G750 SE,PG-BGA-416-29,2/13/2023 12:00:00 AM,SPLIT,UHST,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - LL,NER_2021/22_01606,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI,No,SI224112.10,APPLY,20µm,CU-4N 20µM PD-COATED,3,276191
"TC2000x- Q006 PTA

Please ship to Dan Swee Tong (IFAP FE QM FA PI)

EVI, X-ray, CSAM - 11 units. 
IVI Decap - 4 units.
Ball Pull - 4 units 
Ball Shear - 4 units
Stitch Pull - 4 units
Ball bond cross-sec - 1 unit
Stitch cross-sec - 1 unit from CSAM. ",,,FA SIN_PTA,1E234572B04,G700LS,PG-DSO-8-62,2/13/2023 12:00:00 AM,SPLIT,TC,S2710,Q22SY012_ATI352,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22445V.05,READY,,,3,269180
"HTS500hrs  Q006 -HH

To be shipped to FA SIN, attention to Goh Jia Yi  (IFAP FE QM FA PI) +65  6840 0556
Refer to zero hour JESD47 FA submission template. 
To use as reference for subsequent same lot stress readout PTA reports.",,,FA SIN_PTA,D_603392,EME G630AY,PG-LDSO-8-1,2/13/2023 12:00:00 AM,SPLIT,HTSL,U5471,Q22TSK42,LDSO-8-1_Atlas1_300mils Thin_HH_Q006,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT230211.11,PRELIM,30µm,Cu-5N,3,271236
"Q006: PTA_FULL after 1x (TC1000x), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 

** Take note -  Mold compound is high Tg G720AH

Refer to attachment for Q006-PTA  instruction in ___

Refer to attachment ""FA Submission for JESD47 Ball Shear (___)"" to provide Ball Shear/Area

PDR ball bond diameter for ___: 
Red M5163 C11HV-CTR ball - ___ um
Blue stitch on bump (C11HV chip) - ___ um
Yellow M5563 C11HV ball - ___ um
Green ball (Ag plating) - ___ um
",,,FA SIN_PTA,ZA227459B01,MC_EME G720 AH,PG-DSO-16-36,2/14/2023 12:00:00 AM,SPLIT,TC,U5151,Q22AW213_CYL189,2EDi-V2 Q006 Qualification - LL,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT23011L.13,PRELIM,30µm,BW_Cu_5N_30_µm,1,275931
"TC2000 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,VC232103510_47164,N/A,PG-TO263-9-1,2/14/2023 12:00:00 AM,SPLIT,TC,L8705,Q22ZY400_CYL195,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2023-02,PTA,No,MT22467C.08,READY,125µm,AL,3,277370
"Q006: PTA_FULL after 1x (TC1000x), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 

** Take note -  Mold compound is high Tg G720AH

Refer to attachment for Q006-PTA  instruction in ___

Refer to attachment ""FA Submission for JESD47 Ball Shear (___)"" to provide Ball Shear/Area

PDR ball bond diameter for ___: 
Red M5163 C11HV-CTR ball - ___ um
Blue stitch on bump (C11HV chip) - ___ um
Yellow M5563 C11HV ball - ___ um
Green ball (Ag plating) - ___ um
",,,FA SIN_PTA,ZA227459B02,MC_EME G720 AH,PG-DSO-16-36,2/15/2023 12:00:00 AM,SPLIT,TC,U5151,Q22AW214_CYL190,2EDi-V2 Q006 Qualification - MM,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT23011M.13,PRELIM,30µm,BW_Cu_5N_30_µm,1,275933
"Q006: PTA_FULL after 1x (TC1000x), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 

** Take note -  Mold compound is high Tg G720AH

Refer to attachment for Q006-PTA  instruction in ___

Refer to attachment ""FA Submission for JESD47 Ball Shear (___)"" to provide Ball Shear/Area

PDR ball bond diameter for ___: 
Red M5163 C11HV-CTR ball - ___ um
Blue stitch on bump (C11HV chip) - ___ um
Yellow M5563 C11HV ball - ___ um
Green ball (Ag plating) - ___ um
",,,FA SIN_PTA,ZA227459B03,MC_EME G720 AH,PG-DSO-16-36,2/15/2023 12:00:00 AM,SPLIT,TC,U5151,Q22AW215_CYL191,2EDi-V2 Q006 Qualification - HH,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT23011N.13,PRELIM,30µm,BW_Cu_5N_30_µm,1,275934
"MSL1_PTA

Please ship units to Phyu Ma Win Le (IFAP FE QM FA PI) <MaWinLe.Phyu@infineon.com>
Contact: +65  6840 0926
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in ______________
Ball bond diameter: 55.835um (for ball shear calculation) 

Please keep the worst delam or mold abnormally unit for further analysis
Please provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_561691,EME G700 LTD,PG-VSON-16-1,2/16/2023 12:00:00 AM,SPLIT,PC,M3703,Q21PWL09_AQM116,ALP_ QTOLL_M3703_PG-VSON-16-xx_UTL3,OSP,Tan Chor Hui Michelle (IFAP BE TS QM RQ 2),2023-02,PTA,No,MT220913.03,PRELIM,20µm,AuPdCu,3,255913
"HTSL1000h_PTA (Dual chip)

Please ship units to ________
Contact: +65  
Address: Infineon Technologies Asia Pacific Pte. Ltd, 168 Kallang Way (Singapore 349253)

Refer to attached PTA instruction in ________________
Pls keep mold abnormally unit for further analysis
",,,FA SIN_PTA,D_610563,EME G631 H,PG-VQFN-16-5,2/17/2023 12:00:00 AM,SPLIT,HTSL,M5501,Q22PWL014_,(Dual Chip) ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,MT22431D.03,PRELIM,25µm,2N Au Wire,3,273950
"THB1000h Q006 IPI,
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI224114.02 attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617203,EME G750 SE,PG-LFBGA-516-10,2/17/2023 12:00:00 AM,SPLIT,THB,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606  ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI-Q006,No,SI224114.17,APPLY,20µm,CU-4N 20µM PD-COATED,3,276204
"Q006: PTA_FULL after 2x (HAST528h), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 

** Take note -  Mold compound is high Tg G720AH

Refer to attachment for Q006-PTA  instruction in ___

Refer to attachment ""FA Submission for JESD47 Ball Shear (___)"" to provide Ball Shear/Area

PDR ball bond diameter for ___: 
Red M5163 C11HV-CTR ball - ___ um
Blue stitch on bump (C11HV chip) - ___ um
Yellow M5563 C11HV ball - ___ um
Green ball (Ag plating) - ___ um
",,,FA SIN_PTA,ZA227459B01_MOB,MC_EME G720 AH,PG-DSO-16-36,2/17/2023 12:00:00 AM,,HAST,U5151,Q22AW213_CYL189,2EDi-V2 Q006 Qualification - LL,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT23011L.07,PRELIM,30µm,BW_Cu_5N_30_µm,1,275931
"Q006: PTA_FULL after 2x (HAST528h), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 

** Take note -  Mold compound is high Tg G720AH

Refer to attachment for Q006-PTA  instruction in ___

Refer to attachment ""FA Submission for JESD47 Ball Shear (___)"" to provide Ball Shear/Area

PDR ball bond diameter for ___: 
Red M5163 C11HV-CTR ball - ___ um
Blue stitch on bump (C11HV chip) - ___ um
Yellow M5563 C11HV ball - ___ um
Green ball (Ag plating) - ___ um
",,,FA SIN_PTA,ZA227459B02,MC_EME G720 AH,PG-DSO-16-36,2/17/2023 12:00:00 AM,SPLIT,HAST,U5151,Q22AW214_CYL190,2EDi-V2 Q006 Qualification - MM,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT23011M.07,PRELIM,30µm,BW_Cu_5N_30_µm,1,275933
"HTSL 1000h- Q006 PTA

EVI, X-ray, CSAM - 11 units. 
IVI Decap - 5 units.
Ball Pull - 5 units 
Ball Shear - 5 units
Stitch Pull - 8 units
Ball bond cross-sec - 1 unit
Stitch cross-sec - 1 unit from CSAM. ",,,FA SIN_PTA,D_598163,G700LS,PG-DSO-8-62,2/17/2023 12:00:00 AM,SPLIT,HTSL,S2710,Q22SY014,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22445X.08,PRELIM,,,3,269242
"THB1000h Q006 IPI,
pls fill in excel file for ball pull, shear & wedge pull same as  0hr IPI SI22411A.02 attachment

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H02 [MM],EME G750 SE,PG-BGA-416-29,2/17/2023 12:00:00 AM,SPLIT,THB,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606                    ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2023-02,IPI-Q006,No,SI22411A.17,APPLY,20µm,CU-4N 20µM PD-COATED,3,276179
"MSL3_MM_PTA

Please ship units to Dan Swee Tong (IFAP FE QM FA PI) <SweeTong.Dan@infineon.com>
Contact: +65 68664504
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in 
Ball bond diameter: Pending
MC:AMKMC31, DA:AB8290, PCC:25um
ASM, PPF with two sided roughening

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_589031,N/A,PG-TSSOP-16-11,2/17/2023 12:00:00 AM,SPLIT,PC,M3891,Q22PWL007_KBL822,ATR_M3892_Lorentz_TSSOP16_G0_ATP1_MM,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,VQ223716.03,PRELIM,25µm,N/A,3,265855
"HTSL1000h_PTA (Single Chip)

Please ship units to ________
Contact: +65  
Address: Infineon Technologies Asia Pacific Pte. Ltd, 168 Kallang Way (Singapore 349253)

Refer to attached PTA instruction in ________________
Pls keep mold abnormally unit for further analysis
",,,FA SIN_PTA,D_610576,EME G631 H,PG-VQFN-16-5,2/17/2023 12:00:00 AM,SPLIT,HTSL,M5501,Q22PWL015_,(Singlel Chip) ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,MT22431E.03,PRELIM,25µm,2N Au Wire,3,273954
"Q006: PTA_FULL after 2x (HAST528h), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 

** Take note -  Mold compound is high Tg G720AH

Refer to attachment for Q006-PTA  instruction in ___

Refer to attachment ""FA Submission for JESD47 Ball Shear (___)"" to provide Ball Shear/Area

PDR ball bond diameter for ___: 
Red M5163 C11HV-CTR ball - ___ um
Blue stitch on bump (C11HV chip) - ___ um
Yellow M5563 C11HV ball - ___ um
Green ball (Ag plating) - ___ um
",,,FA SIN_PTA,ZA227459B03,MC_EME G720 AH,PG-DSO-16-36,2/17/2023 12:00:00 AM,SPLIT,HAST,U5151,Q22AW215_CYL191,2EDi-V2 Q006 Qualification - HH,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2023-02,PTA-Q006,No,MT23011N.07,PRELIM,30µm,BW_Cu_5N_30_µm,1,275934
,,,FA-SIN,D_548334,EME G750 SE,PG-BGA-416-26,2/20/2023 12:00:00 AM,T_THB_1000_IBIS_R1,THB,M4289,Q21_VH01_TC298_NewPlatingJXN_BGA416_ATK,,58,Hatsch Veronique (IFAG ATV QM MC P58),2023-02,IPI,No,,NEW,20µm,CU-4N 20µM PD-COATED,3,250321
,,,FA-SIN,D_569298,MC_EME G750 SE,PG-LFBGA-292-6,2/20/2023 12:00:00 AM,T_THB_1000_R3,THB,M4299,Q21_VH04_TC297TA_NewPlattingJXN_BGA292_ATK,,58,Hatsch Veronique (IFAG ATV QM MC P58),2023-02,IPI,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,258635
"TC2000x- PTA

Please ship to Dan Swee Tong (IFAP FE QM FA PI)

EVI, X-ray, CSAM - 11 units. 
IVI Decap - 4 units.
Ball Pull - 4 units 
Ball Shear - 4 units
Stitch Pull - 4 units
Ball bond cross-sec - 1 unit
Stitch cross-sec - 1 unit from CSAM. 

ODR Ball diameter:
Please separate the raw data of the ground bond from the other wires.",,,FA SIN_PTA,1E234573B03,G700LS,PG-DSO-8-62,2/20/2023 12:00:00 AM,SPLIT,TC,S2710,Q22SY013_ATI353,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22445W.06,READY,,,3,269241
,,,FA-SIN,D_468915,,PG-F2HBGA-292-5,2/21/2023 12:00:00 AM,SPLIT,TC,M4749,TC49x_A_Step_F2HBGA292_COM_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-02,IPI,No,,PRELIM,,,3,225988
"TC1500 PTA -HH leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,D_625060,N/A,PG-TO263-9-1,2/21/2023 12:00:00 AM,SPLIT,TC,L8707,Q22ZY501_ATI374,ALP_ eD2PAK _ATV 1200V_ SiC MOS_PG-TO263_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2023-02,PTA,No,,PRELIM,,,3,279054
"(DUAL) T0 PTA_VLVL

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_624091,EME G631 H,PG-VQFN-16-5,2/21/2023 12:00:00 AM,,REF,R5502,Q22PWL019_,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,VQ230811.01,PRELIM,25µm,2N Au Wire,3,278713
"TC1500 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,D_625052,N/A,PG-TO263-9-1,2/21/2023 12:00:00 AM,SPLIT,TC,L8707,Q22ZY500_ATI373,ALP_ eD2PAK _ATV 1200V_ SiC MOS_PG-TO263_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2023-02,PTA,No,,PRELIM,,,3,279051
"(SINGLE) T0 PTA_VHVH

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_626389,EME G631 H,PG-VQFN-16-6,2/21/2023 12:00:00 AM,,REF,R5502,Q22PWL022_,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,VQ230814.01,PRELIM,25µm,2N Au Wire,3,279501
"MSL3_PTA
Please ship units to Bong Wuan Lii Shirley (IFAP FE QM FA PI) <WuanLiiShirley.Bong@infineon.com>
Contact: +65  6840 0719
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in 
Ball diameter: um (for ball shear calculation)

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_588774,EME G631H,PG-VSON-8-2,2/21/2023 12:00:00 AM,SPLIT,PC,M4991,Q22PWL004_KBL819,ALP_TLE49012_M4912_SPT10S_VSON-8_ASEKH_IFMY,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,MT22236U.03,NEW,25µm,2N_Au,3,265789
"TC1500 PTA -LL leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,D_625061,N/A,PG-TO263-9-1,2/21/2023 12:00:00 AM,SPLIT,TC,L8707,Q22ZY502_ATI375,ALP_ eD2PAK _ATV 1200V_ SiC MOS_PG-TO263_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2023-02,PTA,No,,PRELIM,,,3,279055
"(SINGLE) T0 PTA_VLVL

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_626270,EME G631 H,PG-VQFN-16-6,2/21/2023 12:00:00 AM,,REF,R5502,Q22PWL021_,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,VQ230813.01,PRELIM,25µm,2N Au Wire,3,279459
"Reference to product qual result, to be performed in 2023 (TBD)
- to keep for system calculation of lean qual",,,FA SIN_PTA,6HUK9MPWH04_35656 (KIV),EME G631BQG,PG-VQFN-56-7,2/21/2023 12:00:00 AM,,PTC,S1043,Q21LHG009_HUL431,Annapura 8x8 Package pro.Cu Qualification MM Lot,OSA,Loh Hai Guan (IFAP BE TS QM RQ 3),2023-02,PTA-Q006,No,MT22455U.34,NEW,30µm,30um PCC Wire,3,249883
"(DUAL) T0 PTA_VHVH

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_626267,EME G631 H,PG-VQFN-16-5,2/21/2023 12:00:00 AM,END,PCB-A,R5502,Q22PWL020,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-02,PTA,No,VQ230812.01,PRELIM,25µm,2N Au Wire,3,279458
